corridor_encoded,event_cause_encoded,vehicle_type_encoded,police_station_encoded,zone_encoded,hour_of_day,day_of_week,month,is_peak_hour,is_weekend,is_night,hour_sin,hour_cos,is_high_priority_corridor,is_non_corridor,has_vehicle_type,has_zone,station_load,y_closure,y_priority,y_duration,id,corridor,event_cause,priority,cause_corridor_key,cause_priority_key,cause_station_key,police_station,zone,is_stale_active
14,14,6,18,10,20,5,3,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,135,0,1,22.85411148333333,FKID002370,ORR North 1,vehicle_breakdown,High,vehicle_breakdown_ORR North 1,vehicle_breakdown_High,vehicle_breakdown_Hebbala,Hebbala,__MISSING__,0
10,14,7,7,10,21,5,3,0,1,0,-0.7071067811865477,0.7071067811865474,1,0,1,0,192,0,1,,FKID002371,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Chamarajpet,Chamarajpet,__MISSING__,0
11,14,10,42,10,19,5,3,1,1,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,104,0,0,,FKID002372,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Rajajinagar,Rajajinagar,__MISSING__,0
10,14,7,7,10,19,5,3,1,1,0,-0.9659258262890684,0.2588190451025203,1,0,1,0,192,0,1,,FKID002373,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Chamarajpet,Chamarajpet,__MISSING__,0
11,3,0,38,10,20,5,3,1,1,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,219,0,0,,FKID002374,Non-corridor,congestion,Low,congestion_Non-corridor,congestion_Low,congestion_No Police Station,No Police Station,__MISSING__,0
3,14,3,9,10,20,5,3,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,74,0,1,,FKID002375,Bellary Road 2,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_High,vehicle_breakdown_Chikkajala,Chikkajala,__MISSING__,0
11,4,0,24,10,22,5,3,0,1,1,-0.5000000000000004,0.8660254037844384,0,1,0,0,178,0,0,,FKID002376,Non-corridor,construction,Low,construction_Non-corridor,construction_Low,construction_Jayanagara,Jayanagara,__MISSING__,1
7,14,2,13,10,23,5,3,0,1,1,-0.25881904510252157,0.9659258262890681,1,0,1,0,124,0,1,2.5054130166666666,FKID002377,Hosur Road,vehicle_breakdown,High,vehicle_breakdown_Hosur Road,vehicle_breakdown_High,vehicle_breakdown_Electronic City,Electronic City,__MISSING__,0
9,14,3,30,10,23,5,3,0,1,1,-0.25881904510252157,0.9659258262890681,1,0,1,0,224,0,1,64.30445040000001,FKID002378,Magadi Road,vehicle_breakdown,High,vehicle_breakdown_Magadi Road,vehicle_breakdown_High,vehicle_breakdown_Kamakshipalya,Kamakshipalya,__MISSING__,0
7,14,3,15,10,22,5,3,0,1,1,-0.5000000000000004,0.8660254037844384,1,0,1,0,116,0,1,,FKID002379,Hosur Road,vehicle_breakdown,High,vehicle_breakdown_Hosur Road,vehicle_breakdown_High,vehicle_breakdown_HSR Layout,HSR Layout,__MISSING__,0
13,4,0,14,10,20,2,3,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,361,0,1,823.1908999999999,FKID002380,ORR East 2,construction,High,construction_ORR East 2,construction_High,construction_HAL Old Airport,HAL Old Airport,__MISSING__,0
2,16,0,43,10,3,6,3,0,1,1,0.7071067811865476,0.7071067811865476,1,0,0,0,302,0,1,,FKID002381,Bellary Road 1,water_logging,High,water_logging_Bellary Road 1,water_logging_High,water_logging_Sadashivanagar,Sadashivanagar,__MISSING__,0
11,16,0,36,10,3,6,3,0,1,1,0.7071067811865476,0.7071067811865476,0,1,0,0,80,0,0,,FKID002382,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Malleshwaram,Malleshwaram,__MISSING__,1
11,6,0,19,10,5,6,3,0,1,1,0.9659258262890683,0.25881904510252074,0,1,0,0,276,0,0,,FKID002383,Non-corridor,others,Low,others_Non-corridor,others_Low,others_Hennuru,Hennuru,__MISSING__,0
2,2,0,18,10,4,6,3,0,1,1,0.8660254037844386,0.5000000000000001,1,0,0,0,135,0,1,,FKID002384,Bellary Road 1,accident,High,accident_Bellary Road 1,accident_High,accident_Hebbala,Hebbala,__MISSING__,0
11,4,0,20,10,1,6,3,0,1,1,0.25881904510252074,0.9659258262890683,0,1,0,0,185,0,0,21.925417683333333,FKID002385,Non-corridor,construction,Low,construction_Non-corridor,construction_Low,construction_High ground,High ground,__MISSING__,0
2,14,5,20,10,20,2,3,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,185,0,1,,FKID002386,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_High ground,High ground,__MISSING__,0
2,6,0,43,10,2,6,3,0,1,1,0.49999999999999994,0.8660254037844387,1,0,0,0,302,0,1,14.34505785,FKID002387,Bellary Road 1,others,High,others_Bellary Road 1,others_High,others_Sadashivanagar,Sadashivanagar,__MISSING__,0
11,14,8,0,10,4,6,3,0,1,1,0.8660254037844386,0.5000000000000001,0,1,1,0,120,0,0,50.05725543333333,FKID002388,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Adugodi,Adugodi,__MISSING__,0
10,14,2,17,10,5,6,3,0,1,1,0.9659258262890683,0.25881904510252074,1,0,1,0,297,0,1,39.02434768333333,FKID002389,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,__MISSING__,0
19,14,8,8,10,6,6,3,0,1,0,1.0,6.123233995736766e-17,1,0,1,0,118,0,1,,FKID002390,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Chikkabanavara,Chikkabanavara,__MISSING__,0
2,14,4,18,10,7,6,3,0,1,0,0.9659258262890683,-0.25881904510252063,1,0,1,0,135,0,1,,FKID002391,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Hebbala,Hebbala,__MISSING__,0
15,2,0,32,10,21,2,3,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,0,0,272,0,1,,FKID002392,ORR North 2,accident,High,accident_ORR North 2,accident_High,accident_Kodigehalli,Kodigehalli,__MISSING__,0
11,14,3,44,10,19,2,3,1,0,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,123,0,0,,FKID002393,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Sheshadripuram,Sheshadripuram,__MISSING__,0
11,2,0,37,10,20,2,3,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,116,0,0,,FKID002394,Non-corridor,accident,Low,accident_Non-corridor,accident_Low,accident_Mico Layout,Mico Layout,__MISSING__,0
12,16,0,14,10,7,6,3,0,1,0,0.9659258262890683,-0.25881904510252063,1,0,0,0,361,0,1,,FKID002395,ORR East 1,water_logging,High,water_logging_ORR East 1,water_logging_High,water_logging_HAL Old Airport,HAL Old Airport,__MISSING__,1
2,14,8,43,10,8,6,3,1,1,0,0.8660254037844387,-0.4999999999999998,1,0,1,0,302,0,1,29.16649395,FKID002396,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Sadashivanagar,Sadashivanagar,__MISSING__,0
10,14,2,34,10,6,6,3,0,1,0,1.0,6.123233995736766e-17,1,0,1,0,142,0,1,,FKID002397,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Magadi Road,Magadi Road,__MISSING__,0
3,2,0,52,10,7,6,3,0,1,0,0.9659258262890683,-0.25881904510252063,1,0,0,0,377,0,1,,FKID002398,Bellary Road 2,accident,High,accident_Bellary Road 2,accident_High,accident_Yelahanka,Yelahanka,__MISSING__,0
21,2,0,36,10,8,6,3,1,1,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,80,0,1,,FKID002399,West of Chord Road,accident,High,accident_West of Chord Road,accident_High,accident_Malleshwaram,Malleshwaram,__MISSING__,0
14,14,2,19,10,10,6,3,1,1,0,0.49999999999999994,-0.8660254037844387,1,0,1,0,276,0,1,,FKID002400,ORR North 1,vehicle_breakdown,High,vehicle_breakdown_ORR North 1,vehicle_breakdown_High,vehicle_breakdown_Hennuru,Hennuru,__MISSING__,0
11,14,2,29,10,23,2,3,0,0,1,-0.25881904510252157,0.9659258262890681,0,1,1,0,89,0,0,84.40798688333332,FKID002401,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_K.S. Layout,K.S. Layout,__MISSING__,0
5,14,6,11,10,8,6,3,1,1,0,0.8660254037844387,-0.4999999999999998,1,0,1,0,212,0,1,,FKID002402,CBD 2,vehicle_breakdown,High,vehicle_breakdown_CBD 2,vehicle_breakdown_High,vehicle_breakdown_Cubbon Park,Cubbon Park,__MISSING__,0
10,14,5,26,10,9,6,3,1,1,0,0.7071067811865476,-0.7071067811865475,1,0,1,0,134,0,1,,FKID002403,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Jnanabharathi,Jnanabharathi,__MISSING__,0
5,14,6,11,10,7,6,3,0,1,0,0.9659258262890683,-0.25881904510252063,1,0,1,0,212,0,1,,FKID002404,CBD 2,vehicle_breakdown,High,vehicle_breakdown_CBD 2,vehicle_breakdown_High,vehicle_breakdown_Cubbon Park,Cubbon Park,__MISSING__,0
20,14,3,14,10,23,2,3,0,0,1,-0.25881904510252157,0.9659258262890681,0,0,1,0,361,0,1,,FKID002405,Varthur Road,vehicle_breakdown,High,vehicle_breakdown_Varthur Road,vehicle_breakdown_High,vehicle_breakdown_HAL Old Airport,HAL Old Airport,__MISSING__,0
17,6,0,14,10,13,6,3,0,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,361,0,1,1.6053822999999998,FKID002406,Old Airport Road,others,High,others_Old Airport Road,others_High,others_HAL Old Airport,HAL Old Airport,__MISSING__,0
21,6,0,34,10,23,2,3,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,0,0,142,0,1,155.40804475000002,FKID002407,West of Chord Road,others,High,others_West of Chord Road,others_High,others_Magadi Road,Magadi Road,__MISSING__,0
17,10,0,14,10,13,6,3,0,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,361,0,1,410.3044833333333,FKID002408,Old Airport Road,public_event,High,public_event_Old Airport Road,public_event_High,public_event_HAL Old Airport,HAL Old Airport,__MISSING__,0
17,10,0,14,10,13,6,3,0,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,361,0,1,409.1735166666666,FKID002409,Old Airport Road,public_event,High,public_event_Old Airport Road,public_event_High,public_event_HAL Old Airport,HAL Old Airport,__MISSING__,0
17,10,0,14,10,13,6,3,0,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,361,0,1,413.8546166666666,FKID002410,Old Airport Road,public_event,High,public_event_Old Airport Road,public_event_High,public_event_HAL Old Airport,HAL Old Airport,__MISSING__,0
17,10,0,14,10,13,6,3,0,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,361,0,1,384.93605,FKID002411,Old Airport Road,public_event,High,public_event_Old Airport Road,public_event_High,public_event_HAL Old Airport,HAL Old Airport,__MISSING__,0
11,14,4,28,10,12,6,3,0,1,0,1.2246467991473532e-16,-1.0,0,1,1,0,228,0,0,,FKID002412,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_K.R. Pura,K.R. Pura,__MISSING__,0
1,14,2,22,10,21,2,3,0,0,0,-0.7071067811865477,0.7071067811865474,0,0,1,0,124,0,1,,FKID002413,Bannerghata Road,vehicle_breakdown,High,vehicle_breakdown_Bannerghata Road,vehicle_breakdown_High,vehicle_breakdown_J.P. Nagar,J.P. Nagar,__MISSING__,0
19,14,3,53,10,23,2,3,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,1,0,280,0,1,12.03063225,FKID002414,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Yeshwanthpura,Yeshwanthpura,__MISSING__,0
10,14,2,17,10,18,6,3,1,1,0,-1.0,-1.8369701987210297e-16,1,0,1,0,297,0,1,8.410828716666666,FKID002415,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,__MISSING__,0
17,10,0,14,10,13,6,3,0,1,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,361,0,1,400.49101666666667,FKID002416,Old Airport Road,public_event,High,public_event_Old Airport Road,public_event_High,public_event_HAL Old Airport,HAL Old Airport,__MISSING__,0
10,14,2,6,10,21,6,3,0,1,0,-0.7071067811865477,0.7071067811865474,1,0,1,0,297,0,1,23.780724000000003,FKID002417,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,__MISSING__,0
11,6,0,28,10,0,3,3,0,0,1,0.0,1.0,0,1,0,0,228,0,0,,FKID002418,Non-corridor,others,Low,others_Non-corridor,others_Low,others_K.R. Pura,K.R. Pura,__MISSING__,0
11,7,0,43,10,23,6,3,0,1,1,-0.25881904510252157,0.9659258262890681,0,1,0,0,302,0,0,2122.3967791833334,FKID002419,Non-corridor,pot_holes,Low,pot_holes_Non-corridor,pot_holes_Low,pot_holes_Sadashivanagar,Sadashivanagar,__MISSING__,0
21,14,8,6,10,0,3,3,0,0,1,0.0,1.0,1,0,1,0,297,0,1,29.734221366666667,FKID002420,West of Chord Road,vehicle_breakdown,High,vehicle_breakdown_West of Chord Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,__MISSING__,0
10,14,2,7,10,23,6,3,0,1,1,-0.25881904510252157,0.9659258262890681,1,0,1,0,192,0,1,60.74641678333333,FKID002421,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Chamarajpet,Chamarajpet,__MISSING__,0
11,14,6,42,10,22,2,3,0,0,1,-0.5000000000000004,0.8660254037844384,0,1,1,0,104,0,0,,FKID002422,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Rajajinagar,Rajajinagar,__MISSING__,0
19,14,8,39,10,23,2,3,0,0,1,-0.25881904510252157,0.9659258262890681,1,0,1,0,178,0,1,,FKID002423,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Peenya,Peenya,__MISSING__,0
7,7,0,15,10,23,6,3,0,1,1,-0.25881904510252157,0.9659258262890681,1,0,0,0,116,0,1,,FKID002424,Hosur Road,pot_holes,High,pot_holes_Hosur Road,pot_holes_High,pot_holes_HSR Layout,HSR Layout,__MISSING__,1
10,14,7,17,10,20,6,3,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,297,0,1,,FKID002425,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,__MISSING__,0
2,14,3,32,10,20,6,3,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,272,0,1,,FKID002426,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Kodigehalli,Kodigehalli,__MISSING__,0
3,2,0,32,10,4,0,3,0,0,1,0.8660254037844386,0.5000000000000001,1,0,0,0,272,0,1,,FKID002427,Bellary Road 2,accident,High,accident_Bellary Road 2,accident_High,accident_Kodigehalli,Kodigehalli,__MISSING__,0
11,6,0,9,10,1,0,3,0,0,1,0.25881904510252074,0.9659258262890683,0,1,0,0,74,0,0,38.768891116666666,FKID002428,Non-corridor,others,Low,others_Non-corridor,others_Low,others_Chikkajala,Chikkajala,__MISSING__,0
11,14,2,2,10,0,0,3,0,0,1,0.0,1.0,0,1,1,0,102,0,0,57.316075016666666,FKID002429,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Banashankari,Banashankari,__MISSING__,0
6,14,3,19,10,1,0,3,0,0,1,0.25881904510252074,0.9659258262890683,0,0,1,0,276,0,1,,FKID002430,Hennur Main Road,vehicle_breakdown,High,vehicle_breakdown_Hennur Main Road,vehicle_breakdown_High,vehicle_breakdown_Hennuru,Hennuru,__MISSING__,0
2,14,5,32,10,0,0,3,0,0,1,0.0,1.0,1,0,1,0,272,0,1,,FKID002431,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Kodigehalli,Kodigehalli,__MISSING__,0
18,14,10,11,10,20,6,3,1,1,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,212,0,1,,FKID002432,Old Madras Road,vehicle_breakdown,High,vehicle_breakdown_Old Madras Road,vehicle_breakdown_High,vehicle_breakdown_Cubbon Park,Cubbon Park,__MISSING__,0
10,14,5,1,10,1,0,3,0,0,1,0.25881904510252074,0.9659258262890683,1,0,1,0,171,0,1,,FKID002433,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Ashok Nagar,Ashok Nagar,__MISSING__,0
10,6,0,6,10,1,3,3,0,0,1,0.25881904510252074,0.9659258262890683,1,0,0,0,297,0,1,6.82868555,FKID002434,Mysore Road,others,High,others_Mysore Road,others_High,others_Byatarayanapura,Byatarayanapura,__MISSING__,0
11,14,2,48,10,0,3,3,0,0,1,0.0,1.0,0,1,1,0,37,0,0,,FKID002435,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_V.V.Puram (C.Pet),V.V.Puram (C.Pet),__MISSING__,0
3,14,2,32,10,4,0,3,0,0,1,0.8660254037844386,0.5000000000000001,1,0,1,0,272,0,1,,FKID002436,Bellary Road 2,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 2,vehicle_breakdown_High,vehicle_breakdown_Kodigehalli,Kodigehalli,__MISSING__,0
11,14,6,26,10,3,3,3,0,0,1,0.7071067811865476,0.7071067811865476,0,1,1,0,134,0,0,54.46608108333333,FKID002437,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Jnanabharathi,Jnanabharathi,__MISSING__,0
14,14,5,27,10,7,0,3,0,0,0,0.9659258262890683,-0.25881904510252063,1,0,1,0,74,0,1,40.7617855,FKID002438,ORR North 1,vehicle_breakdown,High,vehicle_breakdown_ORR North 1,vehicle_breakdown_High,vehicle_breakdown_K.G. Halli,K.G. Halli,__MISSING__,0
10,14,2,17,10,7,0,3,0,0,0,0.9659258262890683,-0.25881904510252063,1,0,1,0,297,0,1,90.19987731666669,FKID002439,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,__MISSING__,0
11,10,0,36,10,8,0,3,1,0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,80,0,0,0.20875,FKID002440,Non-corridor,public_event,Low,public_event_Non-corridor,public_event_Low,public_event_Malleshwaram,Malleshwaram,__MISSING__,0
11,14,2,48,10,0,3,3,0,0,1,0.0,1.0,0,1,1,0,37,0,0,,FKID002441,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_V.V.Puram (C.Pet),V.V.Puram (C.Pet),__MISSING__,0
11,4,0,28,10,3,3,3,0,0,1,0.7071067811865476,0.7071067811865476,0,1,0,0,228,0,0,,FKID002442,Non-corridor,construction,Low,construction_Non-corridor,construction_Low,construction_K.R. Pura,K.R. Pura,__MISSING__,0
19,14,6,39,10,6,0,3,0,0,0,1.0,6.123233995736766e-17,1,0,1,0,178,0,1,,FKID002443,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Peenya,Peenya,__MISSING__,0
2,14,5,43,10,5,3,3,0,0,1,0.9659258262890683,0.25881904510252074,1,0,1,0,302,0,1,86.78634966666667,FKID002444,Bellary Road 1,vehicle_breakdown,High,vehicle_breakdown_Bellary Road 1,vehicle_breakdown_High,vehicle_breakdown_Sadashivanagar,Sadashivanagar,__MISSING__,0
11,10,0,53,10,12,1,3,0,0,0,1.2246467991473532e-16,-1.0,0,1,0,0,280,0,0,,FKID002445,Non-corridor,public_event,Low,public_event_Non-corridor,public_event_Low,public_event_Yeshwanthpura,Yeshwanthpura,__MISSING__,0
11,14,2,50,10,5,3,3,0,0,1,0.9659258262890683,0.25881904510252074,0,1,1,0,181,0,0,81.11977473333333,FKID002446,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Whitefield,Whitefield,__MISSING__,0
11,4,0,50,10,4,3,3,0,0,1,0.8660254037844386,0.5000000000000001,0,1,0,0,181,0,0,2880.14515,FKID002447,Non-corridor,construction,Low,construction_Non-corridor,construction_Low,construction_Whitefield,Whitefield,__MISSING__,0
7,14,2,15,10,7,0,3,0,0,0,0.9659258262890683,-0.25881904510252063,1,0,1,0,116,0,1,,FKID002448,Hosur Road,vehicle_breakdown,High,vehicle_breakdown_Hosur Road,vehicle_breakdown_High,vehicle_breakdown_HSR Layout,HSR Layout,__MISSING__,0
11,14,5,38,10,6,0,3,0,0,0,1.0,6.123233995736766e-17,0,1,1,0,219,0,0,,FKID002449,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_No Police Station,No Police Station,__MISSING__,0
11,14,8,23,10,9,0,3,1,0,0,0.7071067811865476,-0.7071067811865475,0,1,1,0,197,0,0,8.9473605,FKID002450,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Jalahalli,Jalahalli,__MISSING__,0
3,2,0,52,10,8,0,3,1,0,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,377,0,1,,FKID002451,Bellary Road 2,accident,High,accident_Bellary Road 2,accident_High,accident_Yelahanka,Yelahanka,__MISSING__,0
11,14,2,21,10,6,0,3,0,0,0,1.0,6.123233995736766e-17,0,1,1,0,117,0,0,,FKID002452,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Hulimavu,Hulimavu,__MISSING__,0
11,14,2,7,10,5,3,3,0,0,1,0.9659258262890683,0.25881904510252074,0,1,1,0,192,1,0,30.47674805,FKID002453,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Chamarajpet,Chamarajpet,__MISSING__,0
10,14,3,6,10,19,0,3,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,1,0,297,0,1,,FKID002454,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,__MISSING__,0
9,14,2,30,10,6,3,3,0,0,0,1.0,6.123233995736766e-17,1,0,1,0,224,0,1,67.566669,FKID002455,Magadi Road,vehicle_breakdown,High,vehicle_breakdown_Magadi Road,vehicle_breakdown_High,vehicle_breakdown_Kamakshipalya,Kamakshipalya,__MISSING__,0
11,16,0,17,10,20,0,3,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,297,0,0,4.666376866666667,FKID002456,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Halasuru Gate,Halasuru Gate,__MISSING__,0
19,14,3,39,10,19,0,3,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,1,0,178,0,1,21.935244516666668,FKID002457,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Peenya,Peenya,__MISSING__,0
11,14,6,28,10,19,0,3,1,0,0,-0.9659258262890684,0.2588190451025203,0,1,1,0,228,0,0,31.711534466666667,FKID002458,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_K.R. Pura,K.R. Pura,__MISSING__,0
19,14,3,8,10,20,0,3,1,0,0,-0.8660254037844386,0.5000000000000001,1,0,1,0,118,0,1,,FKID002459,Tumkur Road,vehicle_breakdown,High,vehicle_breakdown_Tumkur Road,vehicle_breakdown_High,vehicle_breakdown_Chikkabanavara,Chikkabanavara,__MISSING__,0
11,14,8,3,10,20,0,3,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,1,0,245,0,0,121.07565023333332,FKID002460,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Banaswadi,Banaswadi,__MISSING__,0
11,16,0,24,10,20,0,3,1,0,0,-0.8660254037844386,0.5000000000000001,0,1,0,0,178,0,0,121.41991448333332,FKID002461,Non-corridor,water_logging,Low,water_logging_Non-corridor,water_logging_Low,water_logging_Jayanagara,Jayanagara,__MISSING__,0
2,7,0,43,10,19,0,3,1,0,0,-0.9659258262890684,0.2588190451025203,1,0,0,0,302,0,1,3171.436475616667,FKID002462,Bellary Road 1,pot_holes,High,pot_holes_Bellary Road 1,pot_holes_High,pot_holes_Sadashivanagar,Sadashivanagar,__MISSING__,0
13,4,0,14,10,21,0,3,0,0,0,-0.7071067811865477,0.7071067811865474,1,0,0,0,361,0,1,784.37205,FKID002463,ORR East 2,construction,High,construction_ORR East 2,construction_High,construction_HAL Old Airport,HAL Old Airport,__MISSING__,0
10,14,2,17,10,4,3,3,0,0,1,0.8660254037844386,0.5000000000000001,1,0,1,0,297,0,1,,FKID002464,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Halasuru Gate,Halasuru Gate,__MISSING__,0
11,14,2,1,10,4,3,3,0,0,1,0.8660254037844386,0.5000000000000001,0,1,1,0,171,0,0,,FKID002465,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Ashok Nagar,Ashok Nagar,__MISSING__,0
11,14,2,52,10,6,3,3,0,0,0,1.0,6.123233995736766e-17,0,1,1,0,377,0,0,55.0926139,FKID002466,Non-corridor,vehicle_breakdown,Low,vehicle_breakdown_Non-corridor,vehicle_breakdown_Low,vehicle_breakdown_Yelahanka,Yelahanka,__MISSING__,0
10,14,8,6,10,6,3,3,0,0,0,1.0,6.123233995736766e-17,1,0,1,0,297,0,1,9.4180207,FKID002467,Mysore Road,vehicle_breakdown,High,vehicle_breakdown_Mysore Road,vehicle_breakdown_High,vehicle_breakdown_Byatarayanapura,Byatarayanapura,__MISSING__,0
15,3,0,32,10,3,3,3,0,0,1,0.7071067811865476,0.7071067811865476,1,0,0,0,272,0,1,,FKID002468,ORR North 2,congestion,High,congestion_ORR North 2,congestion_High,congestion_Kodigehalli,Kodigehalli,__MISSING__,0
