id,event_type,event_cause,latitude,longitude,address,corridor,junction,zone,police_station,priority,requires_road_closure,vehicle_type,start_datetime,end_datetime,closed_datetime,status,is_stale_active,duration_mins,hour_of_day,day_of_week,month,is_high_priority_corridor,is_non_corridor,description,modified_datetime
FKID001819,unplanned,vehicle_breakdown,12.9171587,77.5873127,"46th Cross Road, DK Naik Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",Non-corridor,,,Jayanagara,Low,False,lcv,2024-03-17 06:39:48.014000+00:00,,,closed,False,,6,6,3,False,True,,2024-03-17 09:35:48.032732+00:00
FKID001836,unplanned,vehicle_breakdown,12.9861828,77.646009,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",Old Madras Road,,,Banaswadi,High,False,lcv,2024-02-22 18:47:56.368000+00:00,,,closed,False,,18,3,2,True,False,"present traffic no problem sir,peak hour traffic agutte agutte",2024-02-22 21:35:48.135125+00:00
FKID001860,unplanned,vehicle_breakdown,12.9233433,77.655885,"Outer Ring Road, SM Industrial Estate, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",ORR East 1,,,Bellandur,High,False,lcv,2024-02-23 03:26:09.470000+00:00,,,closed,False,,3,4,2,True,False,[PERSON] to agar traffic slow moving sir,2024-02-23 05:35:48.395863+00:00
FKID001862,unplanned,vehicle_breakdown,13.03115,77.5872166,"Bellary Road, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",Bellary Road 1,,,Kodigehalli,High,False,lcv,2024-03-17 20:21:43.559000+00:00,,,closed,False,,20,6,3,True,False,tire puncher,2024-03-17 22:35:48.049264+00:00
FKID001881,unplanned,vehicle_breakdown,13.0395592,77.519242,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Tumkur Road,,,Peenya,High,False,lcv,2024-02-23 08:32:02.610000+00:00,,,closed,False,,8,4,2,True,False,Jalahalli metro station on LCV vehicle off-road towards city traffic one side movement,2024-02-23 10:35:48.063150+00:00
FKID001893,unplanned,vehicle_breakdown,12.9139817,77.6778533,"Sarjapura Main Road, Maruti Nagar, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",Non-corridor,,,Bellandur,Low,False,lcv,2024-02-23 22:31:36.600000+00:00,,,closed,False,,22,4,2,False,True,,2024-02-24 00:35:48.031722+00:00
FKID001898,unplanned,vehicle_breakdown,13.032588,77.5334587,"Mumbai Bengaluru Highway, Platinum City, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",Tumkur Road,,,Yeshwanthpura,High,False,lcv,2024-02-24 01:29:51.933000+00:00,,,closed,False,,1,5,2,True,False,,2024-02-24 03:39:25.376509+00:00
FKID001904,unplanned,vehicle_breakdown,12.9507688,77.6995792,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",ORR East 1,,,HAL Old Airport,High,False,lcv,2024-02-24 04:05:56.450000+00:00,,2024-02-24 05:10:17.263447+00:00,closed,False,64.34689078333334,4,5,2,True,False,vehicle breakdown [PERSON] towards [PERSON] bridge Traffic slow movement,2024-02-24 05:10:17.264058+00:00
FKID001907,unplanned,vehicle_breakdown,12.9128853,77.6003295,"Bannerghatta Main Road, Mantri Elegance Shopping Mall, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",Bannerghata Road,,,Mico Layout,High,False,lcv,2024-02-23 23:24:33.626000+00:00,,,closed,False,,23,4,2,False,False,10 to 20 minutes it will removed,2024-02-24 01:35:48.021727+00:00
FKID001914,unplanned,vehicle_breakdown,12.9823019,77.6333868,"Old Madras Road, Bangalore Metropolitan Transport Corporation Quarters, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",Old Madras Road,,,Jeevanbheemanagar,High,False,lcv,2024-02-24 07:18:48.525000+00:00,,2024-02-24 07:24:01.107647+00:00,closed,False,5.209710783333334,7,5,2,True,False,duble road towards anjaneya,2024-02-24 07:24:01.108500+00:00
FKID001919,unplanned,vehicle_breakdown,12.96984981,77.74995681,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Non-corridor,,,Whitefield,Low,False,lcv,2024-02-24 09:58:13.524000+00:00,,,closed,False,,9,5,2,False,True,wheel cut no moment traffic normal sir,2024-02-24 12:35:47.821125+00:00
FKID001962,unplanned,vehicle_breakdown,13.0429419,77.5510705,"Outer Ring Road, Bahubali Nagar, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",ORR North 2,,,Jalahalli,High,False,lcv,2024-02-25 04:37:16.488000+00:00,,2024-02-25 07:33:03.679259+00:00,closed,False,175.78652098333333,4,6,2,True,False,due to starting problem sir traffic one side moment,2024-02-25 07:33:03.679827+00:00
FKID001971,unplanned,vehicle_breakdown,13.0816411,77.548486,"Yelahanka Road, Mohammad Sab Palya Circle, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",Non-corridor,,,Yelahanka,Low,False,lcv,2024-02-25 07:05:46.672000+00:00,,,closed,False,,7,6,2,False,True,,2024-02-25 09:35:49.310505+00:00
FKID001973,unplanned,vehicle_breakdown,12.9982874,77.584033,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",Bellary Road 1,,,Sadashivanagar,High,False,lcv,2024-02-25 07:10:04.898000+00:00,,2024-02-25 07:33:49.533829+00:00,closed,False,23.743930483333333,7,6,2,True,False,,2024-02-25 07:33:49.534381+00:00
FKID001975,unplanned,vehicle_breakdown,13.0391447,77.5200292,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Tumkur Road,,,Peenya,High,False,lcv,2024-02-25 07:53:58.885000+00:00,,2024-02-25 08:23:04.278238+00:00,closed,False,29.0898873,7,6,2,True,False,Jalahalli metro station on flyover LCV vehicle off-road towards city traffic one side movement v,2024-02-25 08:23:04.278751+00:00
FKID002014,unplanned,vehicle_breakdown,12.9659918,77.6172264,"Lower Agaram Road, Lower Agaram Junction, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",Non-corridor,,,Halasur,Low,False,lcv,2024-02-26 06:17:58.188000+00:00,,,closed,False,,6,0,2,False,True,,2024-02-26 08:35:48.381717+00:00
FKID002028,unplanned,vehicle_breakdown,13.0329723,77.5409064,"Outer Ring Road, Jain Heights Revanta, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",ORR North 2,,,Yeshwanthpura,High,False,lcv,2024-03-18 01:05:15.550000+00:00,,,closed,False,,1,0,3,True,False,tyre burst MES ring road towards muthyalamma traffic no problem sir,2024-03-18 03:35:47.905197+00:00
FKID002044,unplanned,vehicle_breakdown,13.0189656,77.5838671,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",Bellary Road 1,,,Sadashivanagar,High,False,lcv,2024-02-27 02:59:28.564000+00:00,,2024-02-27 05:25:51.664912+00:00,closed,False,146.3850152,2,1,2,True,False,,2024-02-27 05:25:51.665531+00:00
FKID002045,unplanned,vehicle_breakdown,13.0413286,77.6226459,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",Hennur Main Road,,,Hennuru,High,False,lcv,2024-02-27 04:01:36.491000+00:00,,,closed,False,,4,1,2,False,False,ನಮಸ್ತೆ ಸರ್ ನಾಗವಾರ upper ರಾಂಪು ಟುವರ್ಡ್ ಕೆಇಬಿ ಕಡೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಲಾರಿ ಆಫ್ ರೋಡ್ ಆಗಿದ್ದು ಸೈಡಲ್ಲಿ ಹಾಕಿರುತ್ತೇವೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಆಗುತ್ತಿದೆ ಸ್ಟಾರ್ಟಿಂಗ್  ಪ್ರಾಬ್ಲಮ್ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸರ್,2024-02-27 06:35:48.407582+00:00
FKID002046,unplanned,vehicle_breakdown,12.9922698,77.6102106,"St Johns Church Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",Non-corridor,,,Pulikeshinagar(F.Town),Low,False,lcv,2024-02-26 23:43:15.932000+00:00,,,closed,False,,23,0,2,False,True,,2024-02-27 02:35:48.200372+00:00
FKID002048,unplanned,vehicle_breakdown,13.0406477,77.5176753,"Mumbai Bengaluru Highway, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",Tumkur Road,,,Chikkabanavara,High,False,lcv,2024-02-27 01:57:55.659000+00:00,,,closed,False,,1,1,2,True,False,sm Circle on flyover LCV vehicle off-road towards city traffic one side movement,2024-02-27 04:35:48.188418+00:00
FKID002056,unplanned,vehicle_breakdown,12.9612139,77.5589235,"BGS Flyover, Cobaley Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",Mysore Road,,,Chamarajpet,High,False,lcv,2024-02-27 04:02:03.002000+00:00,,,closed,False,,4,1,2,True,False,wheel jam and starting problem,2024-02-27 06:35:48.506329+00:00
FKID002101,unplanned,vehicle_breakdown,12.9587208,77.5931516,"KH Road, Sri Jai Maruthi Eat Out Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",Non-corridor,,,Halasuru Gate,Low,False,lcv,2024-02-27 22:21:55.793000+00:00,,,closed,False,,22,1,2,False,True,front right side tire puncture,2024-02-28 00:35:48.599037+00:00
FKID002119,unplanned,vehicle_breakdown,13.0410583,77.622995,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",Hennur Main Road,,,Hennuru,High,False,lcv,2024-02-28 00:01:47.717000+00:00,,,closed,False,,0,2,2,False,False,ನಮಸ್ತೆ ಸರ್. ಮಾನ್ಯತಾ ಫ್ಲೈ ಓವರ್ ಟುವಾರ್ಡ್ಸ್ ಹೆಬ್ಬಾಳ ಲಾರಿ ಆಫ್ ರೋಡ ಆಗಿದ್ದು ಸೈಡಲ್ಲಿ ಹಾಕಿರುತ್ತೇವೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಇರುತ್ತದೆ ಸರ್,2024-02-28 02:35:48.926349+00:00
FKID002120,unplanned,vehicle_breakdown,12.9665342,77.5050712,"Kengeri Main Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",Non-corridor,,,Jnanabharathi,Low,False,lcv,2024-02-28 03:38:08.709000+00:00,,2024-02-28 03:45:35.893805+00:00,closed,False,7.453080083333333,3,2,2,False,True,towing vehicle off road in deepa complex sir,2024-02-28 03:45:35.894688+00:00
FKID002123,unplanned,vehicle_breakdown,13.0803194,77.5925547,"Bellary Road, NCC Urban Windsor, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)",Bellary Road 2,,,Yelahanka,High,False,lcv,2024-02-27 23:48:13.371000+00:00,,,closed,False,,23,1,2,True,False,Tata ace off road near [LOCATION] aerodrome towards city on flyover sir.,2024-02-28 02:35:48.871288+00:00
FKID002133,unplanned,vehicle_breakdown,12.9375353,77.5208464,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",Mysore Road,,,Byatarayanapura,High,False,lcv,2024-03-18 20:48:51.710000+00:00,,,closed,False,,20,0,3,True,False,tyre burts incoming side next to RR Arch signal,2024-03-18 23:35:48.159410+00:00
FKID002138,unplanned,vehicle_breakdown,13.0655698,77.4533063,"Mumbai Bengaluru Highway, Makali, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-03-18 20:50:41.727000+00:00,,,closed,False,,20,0,3,False,True,axcel cut,2024-03-18 23:35:48.136414+00:00
FKID002141,unplanned,vehicle_breakdown,12.9211004,77.6003174,"Bannerghatta Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",Bannerghata Road,,,Mico Layout,High,False,lcv,2024-03-19 01:10:44.803000+00:00,,,closed,False,,1,1,3,False,False,lgv upload near at [LOCATION] towards out going sir,2024-03-19 03:35:47.895495+00:00
FKID002155,unplanned,vehicle_breakdown,13.0079374,77.5487917,"Da Ra Bendre Road, Block 1R, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",West of Chord Road,,,Malleshwaram,High,True,lcv,2024-02-28 07:19:41.209000+00:00,,,closed,False,,7,2,2,True,False,vehicle break do6,2024-02-28 09:35:48.501106+00:00
FKID002158,unplanned,vehicle_breakdown,13.0084486,77.6946979,"MBT Road, Devasandra Junction, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",Non-corridor,,,K.R. Pura,Low,False,lcv,2024-02-28 10:02:39.714000+00:00,,,closed,False,,10,2,2,False,True,vehicle slow moment sir,2024-02-28 12:35:47.822787+00:00
FKID002160,unplanned,vehicle_breakdown,12.92118559,77.62042489,"Madiwala Market Street, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",Hosur Road,,,Madiwala,High,False,lcv,2024-02-28 19:59:03.246000+00:00,,2024-02-28 20:01:19.050093+00:00,closed,False,2.2634015499999998,19,2,2,True,False,,2024-02-28 20:03:46.570961+00:00
FKID002162,unplanned,vehicle_breakdown,12.9651411,77.5980377,"Richmond Road, Richmond Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Mysore Road,,,Ashok Nagar,High,False,lcv,2024-02-28 07:25:52.961000+00:00,,,closed,False,,7,2,2,True,False,"[LOCATION] road , [PERSON] ಬಳಿ ಈ ವಾಹನವು ಕೆಟ್ಟು ನಿಂತಿದ್ದು,ಆದಷ್ಟೂ ರಸ್ತೆಬದಿಗೆ ಹಾಕಲಾಗಿದೆ ಸರ್..ಹೆಚ್ಚಿನ ಮಾಹಿತಿಗಾಗಿ ನನ್ನ ಮೊ.[PHONE]  ಸರ್",2024-02-28 09:35:48.354016+00:00
FKID002165,unplanned,vehicle_breakdown,12.9025054,77.6316334,"Electronics City Flyover, Salarpuria Sattva Greenage, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",Hosur Road,,,HSR Layout,High,False,lcv,2024-02-28 20:01:21.071000+00:00,,,closed,False,,20,2,2,True,False,,2024-02-28 22:35:48.292988+00:00
FKID002166,unplanned,vehicle_breakdown,13.048064,77.5004272,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,,Chikkabanavara,Low,False,lcv,2024-03-19 02:18:22.662000+00:00,,,closed,False,,2,1,3,False,True,[LOCATION] station on flyover LCV vehicle off-road towards city traffic one side movement,2024-03-19 04:35:48.016298+00:00
FKID002171,unplanned,vehicle_breakdown,13.0160987,77.562282,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Tumkur Road,,,Yeshwanthpura,High,False,lcv,2024-02-28 21:19:45.808000+00:00,,2024-02-28 21:36:25.213730+00:00,closed,False,16.656762166666667,21,2,2,True,False,..,2024-02-28 21:36:25.214439+00:00
FKID002175,unplanned,vehicle_breakdown,13.0567366,77.5467281,"SM Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",Non-corridor,,,Jalahalli,Low,False,lcv,2024-03-19 04:35:13.691000+00:00,,2024-03-19 04:41:49.328891+00:00,closed,False,6.593964850000001,4,1,3,False,True,,2024-03-19 04:41:49.329417+00:00
FKID002176,unplanned,vehicle_breakdown,12.9853023,77.6435876,"Old Madras Road, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",Old Madras Road,,,Banaswadi,High,False,lcv,2024-02-28 19:11:00.069000+00:00,,,closed,False,,19,2,2,True,False,this vehicle is off-road in 100ft road junction towards 80ft  junction,2024-02-28 21:35:48.165398+00:00
FKID002184,unplanned,vehicle_breakdown,13.0078569,77.662523,"MBT Road, Jala, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,,,Banaswadi,High,False,lcv,2024-02-28 18:48:42.806000+00:00,,,closed,False,,18,2,2,True,False,vehical weel jam,2024-02-28 21:35:48.122412+00:00
FKID002189,unplanned,vehicle_breakdown,13.0437161,77.6019219,"MBT Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",ORR North 1,,,Hebbala,High,False,lcv,2024-03-19 03:01:00.186000+00:00,,,closed,False,,3,1,3,True,False,venkatam cafe towards veerannapalya sir slow moving traffic sir,2024-03-19 05:35:48.138578+00:00
FKID002191,unplanned,vehicle_breakdown,12.9594917,77.6529369,"Old Airport Road, Prestige Casablanca, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)",Old Airport Road,,,Jeevanbheemanagar,High,False,lcv,2024-03-19 05:56:07.476000+00:00,,2024-03-19 07:49:24.049611+00:00,closed,False,113.27622685,5,1,3,False,False,H13 towards K02 vehicle break down due gear not working,2024-03-19 07:49:24.050182+00:00
FKID002207,unplanned,vehicle_breakdown,13.021709,77.5519174,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Tumkur Road,,,Yeshwanthpura,High,False,lcv,2024-03-19 06:05:44.210000+00:00,,2024-03-19 07:30:12.391401+00:00,closed,False,84.46969001666666,6,1,3,True,False,botle neck towards incoming near goverdhan vechicle punture agide sir.,2024-03-19 07:30:12.391959+00:00
FKID002216,unplanned,vehicle_breakdown,12.9736801,77.6109701,"Field Marshal KM Cariappa Road, Bangalore Central, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",Old Madras Road,,,Ashok Nagar,High,False,lcv,2024-03-19 06:10:17.674000+00:00,,,closed,False,,6,1,3,True,False,vehile Breakddon,2024-03-19 08:35:48.146237+00:00
FKID002237,unplanned,vehicle_breakdown,13.0438244,77.55628,"Kuvempu Underpass, BEL Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",ORR North 2,,,Jalahalli,High,False,lcv,2024-03-19 20:04:18.568000+00:00,,,closed,False,,20,1,3,True,False,Due to battery problem vehicles off road at [LOCATION] underpass sir towards gg palya road,2024-03-19 22:35:48.004796+00:00
FKID002272,unplanned,vehicle_breakdown,13.032588,77.5334587,"Mumbai Bengaluru Highway, Platinum City, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",Tumkur Road,,,Yeshwanthpura,High,False,lcv,2024-03-01 03:17:29.467000+00:00,,,closed,False,,3,4,3,True,False,Starting problem under [LOCATION] station towards CMTI junction traffic no problem sir,2024-03-01 05:35:48.140533+00:00
FKID002273,unplanned,vehicle_breakdown,12.935682,77.5127897,"Bangalore University Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Mysore Road,,,Jnanabharathi,High,False,lcv,2024-03-01 00:11:23.179000+00:00,,,closed,False,,0,4,3,True,False,traffic slow moment,2024-03-01 02:35:48.209828+00:00
FKID002278,unplanned,vehicle_breakdown,12.9648556,77.5860566,"Sri Narsimha Rao Road, Unity Buildings, CSI Compound, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",Mysore Road,,,Halasuru Gate,High,False,lcv,2024-03-20 01:05:02.073000+00:00,,2024-03-20 01:07:22.958102+00:00,closed,False,2.348085033333333,1,2,3,True,False,battery down sir,2024-03-20 01:07:22.958815+00:00
FKID002291,unplanned,vehicle_breakdown,13.0469513,77.5010307,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Non-corridor,,,Peenya,Low,False,lcv,2024-03-01 07:55:45.336000+00:00,,2024-03-01 08:18:51.016666+00:00,closed,False,23.094677766666667,7,4,3,False,True,"Lgv vehicle offroad at h cross on flyover towards [LOCATION] due to diesel empty, vehicle movement normal",2024-03-01 08:18:51.017375+00:00
FKID002303,unplanned,vehicle_breakdown,12.9014646,77.6323309,"Electronics City Flyover, Garvebavipalya Junction, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",Hosur Road,,,HSR Layout,High,False,lcv,2024-03-01 20:26:11.312000+00:00,,,closed,False,,20,4,3,True,False,ಗುಡ್ ಮಾರ್ನಿಂಗ್ ಸರ್ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಫ್ಲೈ ಓವರ್ ನಿಯರ್ ಹೊಂಗಸಂದ್ರ ಮೆಟ್ರೋ ಸ್ಟೇಷನ್ ಔಟ್ ಗೋಯಿಂಗ್ ಟ್ರಾಫಿಕ್ ಬೊಮ್ಮನಹಳ್ಳಿ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಪ್ಲೇ ಓವರ್ ಮೇಲೆ ಒಂದು ಚಿಕ್ಕ ಗೂಡ್ಸ್ ವಾಹನವು ವೀಲ್ ಜಾಯಂಟ್ ರಾಡ್ ಕಟ್ಟಾಗಿದ್ದು ವೆಹಿಕಲು ಮೂವ್ ಆಗುತ್ತಿಲ್ಲ ಆದ್ದರಿಂದ ಸಂಚಾರವು ಒಂದು ಸೈಡು ಯಾವುದೇ ಅಡೆತಡೆ ಇಲ್ಲದೆ ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಕಡೆ ಹೋಗುತ್ತಿದೆ ಈ ವಾಹನವನ್ನು ರೆಡಿ ಮಾಡಲು ಒಂದು ಗಂಟೆ ಸಮಯ ಬೇಕಾಗಿರುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ನಿಧಾನಗತಿಯಲ್ಲಿ ಮೂವ್ ಆಗುತ್ತಿದೆ ಸರ್,2024-03-01 22:35:48.239862+00:00
FKID002314,unplanned,vehicle_breakdown,13.1904705,77.6456599,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",Bellary Road 2,,,Chikkajala,High,False,lcv,2024-03-20 05:38:38.598000+00:00,,,closed,False,,5,2,3,True,False,,2024-03-20 08:35:48.052821+00:00
FKID002317,unplanned,vehicle_breakdown,13.0145783,77.5850567,"Jayamahal Main Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",Bellary Road 1,,,R.T. Nagar,High,True,lcv,2024-03-01 21:45:59.456000+00:00,,,closed,False,,21,4,3,True,False,,2024-03-02 00:35:48.229813+00:00
FKID002333,unplanned,vehicle_breakdown,12.9898458,77.5026764,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Magadi Road,,,Kamakshipalya,High,False,lcv,2024-03-02 04:39:02.097000+00:00,,2024-03-02 04:54:43.070822+00:00,closed,False,15.682897033333335,4,5,3,True,False,starting problem sir [PERSON]  cowdeshwary cycle mart out going side,2024-03-02 04:54:43.071384+00:00
FKID002349,unplanned,vehicle_breakdown,12.989118,77.5082493,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",Magadi Road,,,Kamakshipalya,High,False,lcv,2024-03-20 08:48:15.098000+00:00,,2024-03-20 09:20:30.545886+00:00,closed,False,32.257464766666665,8,2,3,True,False,,2024-03-20 09:20:30.546433+00:00
FKID002364,unplanned,vehicle_breakdown,13.0586995,77.4680397,"Mumbai Bengaluru Highway, Bynapalya, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-03-02 20:09:17.336000+00:00,,,closed,False,,20,5,3,False,True,,2024-03-02 22:35:47.837112+00:00
FKID002365,unplanned,vehicle_breakdown,12.9260949,77.676568,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",ORR East 1,,,Bellandur,High,False,lcv,2024-03-20 18:59:56.281000+00:00,,,closed,False,,18,2,3,True,False,Agara towards [PERSON] morning traffic heavy conjection 🙏,2024-03-20 21:35:48.019430+00:00
FKID002386,unplanned,vehicle_breakdown,12.9855766,77.5883309,"Palace Road, Prestige Trade Tower, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Bellary Road 1,,,High ground,High,False,lcv,2024-03-20 20:48:20.663000+00:00,,,closed,False,,20,2,3,True,False,GOODS VEHICLE WHEELS JOINT CUT,2024-03-20 23:35:47.788745+00:00
FKID002403,unplanned,vehicle_breakdown,12.9355966,77.5128078,"Mysore Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Mysore Road,,,Jnanabharathi,High,False,lcv,2024-03-03 09:21:31.222000+00:00,,,closed,False,,9,6,3,True,False,vehicle te,2024-03-03 11:35:48.891555+00:00
FKID002431,unplanned,vehicle_breakdown,13.0602175,77.5935431,"Bellary Road, Esteem Gardenia, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",Bellary Road 1,,,Kodigehalli,High,False,lcv,2024-03-04 00:37:31.693000+00:00,,,closed,False,,0,0,3,True,False,starting problem,2024-03-04 03:35:48.181079+00:00
FKID002433,unplanned,vehicle_breakdown,12.966418,77.6082732,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",Mysore Road,,,Ashok Nagar,High,False,lcv,2024-03-04 01:36:35.737000+00:00,,,closed,False,,1,0,3,True,False,,2024-03-04 04:35:48.134924+00:00
FKID002438,unplanned,vehicle_breakdown,13.034825,77.628625,"MBT Road, Block 4 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",ORR North 1,,,K.G. Halli,High,False,lcv,2024-03-04 07:16:24.705000+00:00,,2024-03-04 07:57:10.412130+00:00,closed,False,40.761785499999995,7,0,3,True,False,stating prablm,2024-03-04 07:57:10.657170+00:00
FKID002444,unplanned,vehicle_breakdown,13.0143908,77.5836271,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",Bellary Road 1,,,Sadashivanagar,High,False,lcv,2024-03-21 05:09:49.160000+00:00,,2024-03-21 06:36:36.340980+00:00,closed,False,86.78634966666667,5,3,3,True,False,stock 15 underpass  toward s outgoing..,2024-03-21 06:36:36.341500+00:00
FKID002449,unplanned,vehicle_breakdown,13.0610784,77.4615127,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",Non-corridor,,,No Police Station,Low,False,lcv,2024-03-04 06:44:41.292000+00:00,,,closed,False,,6,0,3,False,True,vehicle off road incoming track madhanayakanahalli slow moving traffic sir,2024-03-04 09:35:48.639604+00:00
FKID002471,unplanned,vehicle_breakdown,13.0328676,77.5330108,"Mumbai Bengaluru Highway, Platinum City, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",Tumkur Road,,,Yeshwanthpura,High,False,lcv,2024-03-04 21:33:53.629000+00:00,,2024-03-04 21:43:50.391330+00:00,closed,False,9.946038833333334,21,0,3,True,False,tyre burst SRS upramp towards [LOCATION] flyover traffic one side moving sir,2024-03-04 21:43:50.392024+00:00
FKID002476,unplanned,vehicle_breakdown,12.930687,77.5434701,"80 Feet Main Road, Hoaskerehalli Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",ORR West 1,,,Banashankari,High,False,lcv,2024-03-21 07:13:03.433000+00:00,,2024-03-21 08:00:08.101744+00:00,closed,False,47.0778124,7,3,3,True,False,traffic moment normal sir,2024-03-21 08:00:08.102506+00:00
